CentralAir,Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
Y,68615.76709,9,6,2,51792,1836978.483,"4518 Caleb Hills Apt. 029
East Shannon, VI 80699-6731"
Y,66823.4329,8,6,4,30852,1452153.849,"365 Sue Place Apt. 092
Lake Davidport, VT 70760"
Y,67564.16592,7,8,5,21880,1294750.368,"8783 Cristian Vista Suite 144
Lake Tiffany, HI 82995-2929"
Y,68008.61543,4,8,5,28908,1059870.965,"USNS Hernandez
FPO AA 27512"
Y,73715.42371,6,8,3,45541,1615346.75,"Unit 1515 Box 0124
DPO AA 13767"
Y,50813.70267,7,6,2,30767,1107692.003,"49703 Joshua Camp
Port Brianbury, OH 78964"
Y,83814.10116,9,7,3,51538,2330289.701,"125 Gillespie Plain
Whitefurt, MO 18599"
Y,51666.77275,8,8,3,41926,1116193.293,"016 Ashley Locks
Mortonstad, WY 58148"
Y,69236.93433,6,6,4,39400,1072253.834,"8534 Gina Route Apt. 739
Davischester, GA 71300-1917"
Y,81099.57815,6,7,4,29780,1626941.788,"81304 Jonathan Camp
Lake Tannerbury, RI 29349"
Y,59303.82319,7,9,3,43609,1669681.231,"90568 Garcia Vista
North Marioville, GU 75958-1328"
Y,69610.9725,4,6,4,39210,806121.8394,"02315 Franklin Crescent Suite 962
North Peter, RI 58237"
Y,77402.40158,6,8,6,39351,1680252.737,"031 Garza Springs Suite 573
Perryville, CA 13499-5935"
Y,73386.40734,5,8,4,38413,1186441.756,"USS Williams
FPO AA 31030"
Y,70961.58131,9,6,2,38252,1766248.403,"8749 Matthew Row
East Markport, IN 41253"
Y,81181.5688,7,8,5,26691,1641055.939,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248"
Y,57272.32797,8,7,2,30099,1120894.804,"9048 Deborah View Apt. 049
New Laurie, PR 61237"
Y,58871.79001,8,7,5,25092,1325706.901,"7579 Walter Curve
Hartfort, VA 37328-6949"
Y,74029.34982,7,6,4,36360,1593347.849,"055 Tina Roads Suite 878
North Aprilshire, PW 13402"
Y,56849.22111,4,7,3,43523,605073.4908,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049"
Y,73587.04646,6,7,2,25272,1064509.523,"PSC 3878, Box 6882
APO AP 64687-9459"
Y,49728.43703,6,8,3,37609,872365.8799,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348"
Y,60631.11084,6,8,3,40928,1117741.757,"98660 Williams Lock
West Jamesland, HI 66797"
Y,78404.3633,7,7,3,49398,1935172.995,"62128 Taylor Drive
New Frank, SD 32477-8796"
Y,86611.17802,5,8,3,45359,1668670.656,"4800 Flores Inlet Apt. 293
South Mary, MO 35793"
Y,58914.48624,7,6,2,35283,1072704.89,"1787 Paige Path
Justinmouth, DC 31345-4841"
Y,75867.02443,6,8,4,56294,1914746.582,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472"
Y,66581.57483,5,6,3,18231,839194.0689,"456 Mitchell Causeway
Georgefort, NE 04481-1083"
Y,62820.17908,8,8,6,23734,1285157.87,"109 Smith Park
Laurachester, MP 38007"
Y,69711.90393,6,8,3,36291,1433614.967,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150"
Y,82710.58982,6,5,4,44769,1459342.887,"USNS Barrera
FPO AA 45323-4290"
Y,58828.04163,7,9,6,44277,1652845.981,"2260 Torres Crest
Lopezburgh, AK 74728"
Y,53161.83239,5,9,4,30535,725830.602,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975"
Y,79361.02651,5,7,3,53875,1378863.688,"9881 Olson Drive
Alexanderbury, PA 91436-2120"
Y,58325.69569,6,7,6,31256,1003941.929,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444"
Y,55772.89874,6,7,2,41639,729882.6249,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445"
Y,71893.42934,6,7,3,40364,1270047.528,"05664 House Tunnel
New Morganshire, MT 38939"
N,75922.88558,7,6,2,49459,1695706.132,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882"
Y,54648.28607,6,8,4,20271,714822.5872,"80371 Timothy Views
Abigailborough, MN 16645"
Y,71857.57141,6,6,4,52564,1462899.031,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737"
Y,67424.18822,5,8,6,32413,1127260.126,"23133 Parker Spur
Brianland, ID 10645"
Y,70564.86258,5,7,5,38376,1014226.299,"3862 Jones Plains Suite 613
Lake Linda, ME 52695"
Y,74237.26128,5,5,4,37651,852982.5644,"238 Samuel Haven
South Michael, AL 99621"
Y,58004.2709,5,8,6,29183,830286.7066,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768"
Y,101928.8581,5,9,4,22805,1938866.49,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080"
Y,55809.49459,7,6,4,49002,1247645.41,"748 White Underpass
West Michael, CT 11080-9522"
Y,48357.06347,5,8,3,45207,813415.1281,"7278 Wiggins Square
South Nathan, FL 72804"
Y,65017.74563,5,6,2,26910,679373.4015,"319 Denise Run
Stephenview, PW 77941-4444"
Y,66949.0012,5,6,3,30324,814879.2063,"402 Steven Greens
East Terrence, FM 76774"
Y,82848.55863,6,6,4,40338,1489540.135,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177"
N,65851.26289,7,7,5,36110,1468738.755,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130"
Y,93579.11668,6,6,4,38978,1859883.661,"258 Cummings Burg Apt. 469
North William, NC 21455-3269"
N,76114.15936,7,7,5,42602,1558758.796,"674 Todd Ports
Parsonschester, VA 49485-9488"
Y,84289.795,8,8,4,42768,2120888.345,"3999 Laura Lakes
Barnesport, FM 49833"
Y,57715.53989,6,8,5,19844,790598.827,"11190 Robinson Extension
Fieldsfort, CA 51614-8941"
Y,85825.85915,7,6,3,13983,1137465.336,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179"
N,62765.29405,8,7,4,22272,1369753.282,"31651 Hale Walks
Port Henryfort, UT 45989"
Y,70205.72154,6,9,5,26973,1433221.122,"0247 Kenneth Burg
Port Angelica, WI 77878-6142"
Y,66595.66324,5,7,3,42385,1373048.099,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126"
Y,64303.64009,6,7,3,20215,941950.5795,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564"
Y,57358.62333,7,7,3,22062,948279.9394,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591"
Y,74216.12905,6,7,3,45069,1365036.084,"5976 Amanda Grove
Ritterport, SD 08541-1686"
Y,68503.48554,4,8,4,34699,1289082.363,"80906 Michael Grove Apt. 103
South Denise, KS 86144"
Y,55481.28674,6,10,3,42180,1398979.249,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466"
Y,75265.99827,8,7,5,13108,1559678.613,"PSC 8409, Box 5628
APO AA 76710-9573"
Y,68854.09085,7,8,5,37483,1485677.064,"8938 Jose Lodge
Emilyside, CO 97593-5472"
Y,74854.10011,5,8,4,50538,1553592.98,"041 Claire Glens
Samanthaside, KS 70716-5226"
N,54634.31766,6,8,6,41564,1179278.094,"572 Kayla Port Suite 910
New Catherine, UT 56845"
Y,57098.2024,8,6,2,42721,1262465.989,"7928 Evans Inlet
Port Sherriland, SC 82783"
Y,68035.56212,6,9,4,34175,1663509.393,"05890 Robin Brook Suite 649
East Bethton, MI 72561"
Y,63128.60652,5,7,3,39537,930011.5709,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759"
Y,62937.04797,6,9,3,38082,1584167.851,"678 Howe Lights
East Bryan, OR 66067"
Y,82915.91143,7,8,5,50446,2185480.091,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789"
Y,70138.53362,6,7,4,44685,1529028.714,"67263 Garrett Knoll
Hineshaven, IN 52693-6366"
Y,75611.47181,6,7,6,22047,998240.8508,"576 Moore Stravenue
Stephaniemouth, OK 66676"
Y,42822.3111,7,5,3,29670,513215.9882,"43074 Armstrong Wall
West Timothychester, NH 29497-5681"
Y,60145.23086,7,8,5,25199,1136448.409,"USNS Reyes
FPO AA 35029"
Y,87853.8483,7,8,6,42302,1898668.844,"22912 Taylor Island
Brianside, MA 36738-0637"
Y,66392.57099,5,8,5,26623,1255576.273,"614 Leah Row Suite 729
Marissastad, NM 00794"
Y,58204.22309,6,7,5,46663,1367641.27,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300"
N,88244.61487,7,9,3,25792,1788285.239,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722"
Y,68737.59871,5,8,6,34217,1230363.234,"46722 Avila Ford
Lake Sharonland, NY 80569"
N,56423.03428,5,8,3,40156,1000216.858,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494"
Y,66678.06217,4,7,5,23031,587007.8442,"827 Ferguson Isle
Rosebury, AL 61416-3167"
Y,71517.01424,8,8,5,40239,1734373.044,"653 Parker Overpass Suite 506
Susanshire, AZ 00328"
Y,66097.62203,4,6,4,37468,762167.2533,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378"
Y,76423.31757,8,8,5,24402,1532845.723,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672"
Y,72660.15764,5,6,4,48712,1243501.651,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695"
Y,92787.28248,5,7,2,36590,1628878.094,"2574 Richardson Trail
Villarrealland, MD 90258-8822"
Y,78535.64072,7,7,3,44280,1767330.934,"7069 Barajas Brooks
Martinezbury, VA 51924"
Y,58110.57429,6,7,2,49356,1308752.504,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300"
Y,71614.59305,6,8,4,29922,1311681.42,"914 Ramirez Valleys
East Mark, NM 09382"
Y,76813.78015,7,7,3,31822,1567368.285,"4134 Susan Fords
Port Andreatown, DE 39559-2783"
N,73508.35912,6,7,3,34895,1126821.109,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237"
Y,63805.7006,7,6,4,48434,1473761.532,"9731 Bryan Estate
North Teresafort, MA 43089-0152"
N,67651.53322,6,6,4,50823,1366000.57,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294"
Y,69086.60579,6,9,6,39890,1677612.442,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427"
Y,93822.30848,7,7,3,28556,1789973.205,"16991 Theresa Trace
Port Matthewshire, NC 66272"
Y,89808.62859,7,8,3,30847,1961715.867,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489"
Y,64896.62337,6,5,2,33201,673225.1119,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123"
Y,61853.86388,7,8,4,23811,1230391.468,"PSC 1123, Box 2566
APO AE 12036-0836"
Y,64205.8632,6,6,2,48650,1124818.114,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004"
Y,74872.36119,7,7,3,20068,1090996.143,"933 Morgan Via Apt. 871
Nicolebury, AL 14624"
Y,81980.58906,6,8,3,41394,1570154.414,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126"
Y,52801.97917,6,6,3,21518,685123.1393,"962 Brandon River Apt. 829
South Jamie, GU 95398"
Y,54510.2001,5,9,4,20211,845553.3695,"713 Anderson Lights Suite 346
North Katie, FM 72098"
Y,61868.60746,6,5,3,34967,974805.9937,"76329 Eric Mount Suite 495
Whiteville, AS 79813"
Y,63655.18163,8,7,3,16409,1247660.99,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597"
Y,86031.51275,5,7,5,35418,1381417.25,"519 David Ways Apt. 059
Port John, PW 73151-6724"
Y,72748.51296,7,9,6,40138,1726364.398,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826"
Y,61839.76786,8,6,3,26065,961539.0599,"PSC 9596, Box 0250
APO AE 81289"
Y,76519.68207,6,7,2,28961,1359978.16,"117 Harper Harbor Apt. 891
North Harry, TN 24136"
Y,76774.85779,6,6,2,34314,1384466.437,"604 Angela Crescent
West Timothy, MP 45493"
Y,76659.74948,6,7,6,41718,1531447.285,"9224 Phillips Villages
Jamesbury, DC 07921"
Y,71371.43363,6,5,3,52266,1418595.727,"98797 Miller Manor
Kristinmouth, ID 05829"
Y,83460.87131,6,7,2,31385,1476386.996,"Unit 3589 Box 1542
DPO AA 16271-0224"
Y,74740.73288,6,6,4,29955,1168355.32,"3777 John Canyon Suite 968
Amberborough, WA 31105"
N,70229.01584,7,8,6,28829,1222701.012,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090"
Y,72950.86354,5,5,4,38711,987447.7775,"84076 Anderson Hills Apt. 983
South Justin, OK 66516"
Y,58515.94609,6,6,4,33776,982790.871,"22469 Amy Valleys
Edwardsberg, MD 02773"
Y,52207.44393,5,7,5,21096,527749.4039,"97665 Clark Roads
Brianmouth, ND 02995-1068"
Y,72821.24766,6,7,5,40594,1391232.527,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931"
Y,66250.31669,5,8,3,24202,1094321.883,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233"
Y,74275.50405,6,8,6,38536,1610217.177,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107"
Y,81167.4411,8,6,5,28714,1768705.125,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579"
Y,56119.33253,8,7,4,36041,1236258.08,"334 Robert Inlet
Thomasshire, CO 09495"
Y,84998.45891,6,6,4,28623,1329007.203,"173 Heather Extensions
Peggybury, AS 89149-2125"
Y,69604.42775,7,8,6,40684,1704126.876,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163"
Y,70775.43488,6,7,3,40561,1321888.268,"0965 Walker Port
East Jennifer, MN 53589"
Y,66236.84056,7,5,3,38907,1113936.638,"2929 Rodriguez Pine
North Gregoryland, WY 79081"
Y,57451.86827,5,8,5,38533,1043628.37,"146 Margaret Drive
East Taylor, AR 62664"
Y,66293.8844,7,7,6,48878,1663653.71,"76518 Kristen Expressway
Bennettstad, NE 55780-9958"
Y,69100.99031,4,6,2,46139,969678.5673,"USNS Chaney
FPO AP 87928"
Y,75729.76555,6,8,4,29996,1183014.509,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404"
Y,58599.6156,6,7,3,26570,957814.6031,"2590 Warren Walk
Robertsport, NY 09253-2552"
Y,59498.07937,6,7,3,25401,912891.6806,"09767 Alvarado Rest
Donnaland, MP 95960"
Y,72409.66649,6,8,6,40606,1479758.318,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285"
Y,69316.79689,6,8,4,24448,1431507.623,"PSC 3490, Box 0556
APO AE 04921"
Y,68656.90677,7,9,6,43834,1747911.496,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624"
Y,71240.25164,6,9,5,42567,1563083.336,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233"
Y,73223.9423,5,8,6,41113,1425745.297,"154 Lee Tunnel
Smallland, NC 15747-5815"
Y,60968.33291,6,6,4,28484,804453.8698,"0542 Brandon Mountain
Silvafurt, NE 88050-3603"
Y,65935.61261,5,8,4,36262,1060440.596,"7168 Morgan Viaduct
West Paulchester, KY 61596"
Y,62773.52098,4,7,4,41389,954737.1411,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237"
N,69304.57095,5,7,3,29466,1152604.142,"326 Isaiah Isle
Stevenfort, UT 18732"
Y,73218.99741,4,6,4,31620,955943.809,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000"
Y,63787.53635,5,6,3,22450,433247.1566,"4619 Doyle Causeway
New Gilbert, WY 70871-5578"
Y,76613.08008,7,7,6,43251,1718876.795,"2499 George Stravenue
New Pamela, AK 46876"
Y,64461.39215,8,7,2,34211,1236874.809,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337"
Y,41533.01296,7,5,4,31685,682200.3006,"059 Morris Summit
New Whitney, NY 73137"
Y,79575.64154,5,6,4,31050,1141916.525,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529"
Y,82185.4699,5,5,4,29259,1162735.272,"Unit 4395 Box 2223
DPO AE 68423-9498"
Y,69853.42418,7,8,6,41914,1681340.635,"8408 Lam Mountains
Robertside, SD 61154-0104"
Y,51519.61854,7,6,4,43259,945981.5296,"15429 Janice Lock
Jessicaville, MD 71946"
Y,48616.85537,7,7,4,29770,854045.0138,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332"
Y,63324.58162,8,6,4,43282,1372994.29,"PSC 5511, Box 3978
APO AA 43113"
Y,65016.22381,3,8,6,15903,414571.2229,"584 Rick Cove
Leeberg, ND 15540-8557"
Y,76855.86579,5,6,2,45388,1240319.692,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117"
Y,75302.08258,7,8,4,42383,1640646.67,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928"
Y,69438.70006,6,7,4,57775,1537335.897,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535"
Y,75764.20019,5,7,2,36712,1337966.927,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339"
Y,68814.92561,5,5,3,42286,1085113.451,"49682 Brett Square
New Andrea, NH 32549"
Y,60912.31622,6,6,4,20916,905328.7691,"2378 Christine Oval
North Michaelborough, CT 83476"
Y,41007.45867,5,6,3,39527,494742.5436,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669"
Y,61949.88399,6,6,2,42093,1237360.718,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820"
Y,67421.66705,5,8,6,20167,864899.485,"9641 Jackie Brook
Timothyshire, PW 16107"
Y,68428.39428,5,6,3,31074,1002192.582,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530"
Y,61839.6479,6,7,4,17245,800110.1189,"802 Lauren Locks
Scotttown, KY 33922-1795"
Y,62835.25696,7,7,5,50098,1410331.825,"2144 Jackson Path Apt. 300
Charleneland, NM 58522"
Y,72485.19746,4,6,2,43134,1036382.766,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603"
Y,60945.7218,5,6,3,34163,437146.0204,"53074 Alexis Village Apt. 437
Floydland, DC 23157"
Y,83729.79177,4,5,3,12906,624432.966,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426"
N,57605.79912,7,6,2,49411,1179440.832,"USS Thomas
FPO AA 60174-6263"
Y,75358.4826,9,7,3,21320,1740404.967,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707"
Y,53927.41281,5,6,3,37876,706135.1446,"880 Lee Groves Suite 157
West Jeffrey, HI 92567-7167"
Y,60776.38714,7,6,4,28319,870252.411,"698 Julie Shoals Suite 296
Christensentown, WI 62082"
Y,69648.51395,5,7,3,36039,1106149.686,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938"
Y,59295.68011,5,8,4,46785,1192677.55,"5115 Anderson Plains
Wilkinsonbury, ND 95001-4548"
Y,97548.31041,5,7,3,39089,2026303.098,"349 Sean Forges
Whitakerville, WY 85138-4153"
Y,61688.68294,7,8,6,35553,1311473.323,"Unit 6166 Box 9012
DPO AA 29420-5875"
Y,72469.54178,6,8,3,27228,1123386.531,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247"
Y,76048.37232,7,8,6,22470,1205750.232,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209"
N,79186.45041,6,9,6,17840,1582140.06,"448 Middleton View
Jenniferton, GA 83163-3132"
Y,49220.03779,5,6,2,46982,573434.6642,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
Y,80040.17331,6,8,6,29699,1735826.005,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907"
Y,51995.58286,7,7,2,47074,1052185.176,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215"
Y,52711.11815,8,8,4,25594,1151281.847,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240"
Y,56934.46081,8,8,3,37076,1531216.894,"USCGC Sanchez
FPO AP 77447"
Y,66760.70176,6,6,3,42293,1103352.601,"76265 Morris Walks
Lake Jamesland, MN 54821"
Y,52376.61152,5,4,2,34189,308199.8912,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757"
Y,70224.3205,7,7,4,40274,1423296.118,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341"
Y,62612.9093,7,7,3,40790,1315684.457,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532"
Y,80284.99543,5,4,2,23457,637951.9056,"9488 Wood Hill
New Jesseton, IL 19753"
Y,66811.70125,6,5,2,33499,1027191.029,"39656 Julie Ways
South Richardshire, WV 91991-0615"
Y,51142.40602,5,7,6,41873,729678.6262,"USCGC Williams
FPO AE 95935-4246"
Y,90535.16522,6,6,2,42249,1676770.331,"9912 Anderson Bridge
Port Chad, NY 38307"
Y,93185.81349,6,7,2,23723,1569121.917,"719 Yvonne Station
Patrickfort, MO 43725-2826"
Y,70743.19551,5,5,3,26898,874969.6969,"7526 Kara Club Suite 242
Deannabury, KY 79535"
Y,56024.54774,7,7,4,36216,1172413.197,"428 Jacobs Overpass
Bradyville, NE 27399"
Y,76224.72735,6,5,2,50003,1538985.189,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168"
Y,89671.01982,4,9,5,15626,1286572.979,"7557 William Plains
Tamarabury, PW 76806-8720"
Y,89825.65567,7,7,3,18598,1646033.41,"09777 Ortega Drive
Leefort, AZ 98396"
Y,61013.71988,7,6,3,34772,1147313.02,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023"
Y,63362.22547,6,6,4,34972,976483.5805,"14640 James Freeway
Lake Nathanchester, HI 32651"
Y,57086.37459,6,7,4,39003,1073350.044,"97843 Jessica Drive
Stephenborough, AL 57418-2908"
Y,69044.94212,4,6,4,34764,1084255.678,"937 Singh Greens
Bakerfort, HI 27291"
Y,81438.58143,5,7,2,43340,1432252.081,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618"
Y,78299.64248,7,8,3,39298,1676070.943,"60626 Lopez Circles
Jonathanberg, NV 15215"
Y,87386.38473,6,6,4,31736,1580557.01,"59562 Edward Creek
Katherineborough, CT 42078"
Y,83149.78405,6,6,3,45986,1549873.88,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830"
Y,94085.47298,6,9,5,31011,1989672.524,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954"
Y,60710.16208,5,8,6,44101,1286980.807,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543"
Y,71309.25017,8,8,4,32357,1752967.605,"701 Michael Courts
Lake Diamondchester, ND 59260-2575"
Y,93303.68385,5,8,3,38163,1529711.14,"8619 Brandon Coves
West John, SC 38987"
Y,85631.08446,6,9,4,42812,1710612.03,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621"
Y,51359.96759,6,6,2,40797,774009.5476,"1939 Ortiz Springs
Rogersfurt, KY 08574"
Y,75868.77233,6,6,3,39296,1536143.592,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633"
N,82733.05492,6,8,6,39061,1662939.097,"06954 Shane Fort
South Jamesfurt, RI 46652-5410"
Y,67043.19535,6,6,4,53739,1443027.263,"60943 Travis Station Suite 213
Jacobton, NM 98775"
N,67037.2691,6,7,3,41042,1282258.093,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123"
Y,56696.5107,7,9,3,26083,1245967.799,"131 Weber Plain
South Brittney, KY 62380-9095"
Y,65837.11694,6,7,4,18250,1025908.914,"098 Marissa Village Apt. 996
Tinatown, SC 06354-8234"
Y,79477.86951,6,7,3,30411,1380070.45,"4638 Brown Ridges
East Victoria, WI 18252-6242"
Y,55048.33202,4,6,2,25093,288708.9121,"PSC 6367, Box 8767
APO AP 41574-6578"
Y,80613.46057,5,8,5,35692,1247581.212,"09890 Jackson Circle Apt. 190
New Krista, AR 82878-0303"
Y,76848.1888,7,8,6,43978,1767399.29,"1109 Poole Estate
New Kathryn, AR 21503"
N,83586.90156,7,7,5,34278,1588549.501,"6638 Patrick Mountains Apt. 899
Reedmouth, IN 33047"
Y,86343.43787,6,7,3,35780,1685217.105,"6881 Michael Knolls
North Deborah, PA 22711-5716"
Y,65846.17104,6,7,3,28214,928950.0032,"12315 Johnson Corners Suite 788
West Tyler, WV 04839"
Y,69577.13762,6,8,5,48122,1565931.192,"8363 Michael Manor
Welchbury, WY 49675"
Y,61581.04805,5,7,2,43071,926882.9195,"360 Gray Shore
North Cherylside, PR 98151-1382"
Y,79097.134,6,8,5,43951,1770616.93,"PSC 4708, Box 5599
APO AA 90727"
Y,68988.29046,6,8,4,28735,1279353.925,"85057 Steven Common Suite 196
Jamesmouth, RI 95375"
Y,46926.37115,5,5,3,53820,530764.6725,"9551 Rhonda Inlet
West Jeffrey, AL 23901"
Y,84708.41206,8,8,4,28219,1874895.602,"39963 Dustin Garden Suite 315
Porterport, FL 25335-2659"
Y,79619.35414,6,7,6,34605,1422890.021,"33640 King Via Suite 489
North Michelleside, FL 74030-0766"
Y,61795.47654,7,7,4,40719,1245788.303,"16804 Patrick Lodge Apt. 946
East Bradley, SD 93895"
Y,54621.01694,6,7,5,44500,1248130.521,"8393 Raymond River
New Francisco, KY 28146-9843"
Y,70153.87583,7,7,4,31863,1535564.552,"708 Ronald Lodge
Wallberg, NC 99284-2612"
Y,79292.80759,7,8,4,27773,1709441.806,"7763 Anderson Summit
South Ashleyport, KS 30939-6959"
Y,67348.10334,5,9,4,52158,1433260.228,"0942 White Key
Cynthiaborough, MN 74981-2216"
Y,73355.69291,7,8,6,28008,1282758.903,"Unit 0474 Box 5567
DPO AA 77678"
Y,68958.02128,6,8,3,46682,1682708.617,"Unit 0375 Box 5726
DPO AE 97365"
Y,44088.27418,8,6,2,31033,624482.7636,"71471 Mcgrath Passage Apt. 044
Mendezville, NV 28559-8349"
Y,80650.40398,5,8,6,54516,1651684.774,"52214 Bruce Island
New Pamela, WY 80939-1528"
Y,57945.32298,5,7,3,23040,768034.5331,"95430 Leach Hollow
Gordonview, NE 01088-0293"
Y,63625.81215,5,6,2,35778,1001876.606,"0285 James Crossroad Apt. 384
Jessicaview, TN 23865"
